rn,absrelmean_X1,absrelmean_X2,absrelmean_X3,absrelmean_total,absmean_X1,absmean_X2,absmean_X3,absmean_total,abssd_X1,abssd_X2,abssd_X3,abssd_total,h_X_1,h_X_2,h_X_3,h_X_1_2,h_X_1_3,h_X_2_3,comp_time,true_model,fitted_model,variables,notes,X_dim,X_GenHyp,rho,pi.G,sd_noise,nTrain,nTest,w_threshold,n_threshold,this.seed,run_indicator,run_date_time
empirical_AIC_full,0.033867218385476,0.0359166147796225,0.0219074987535904,0.0305637773062296,0.03869788328914,0.0422759617841749,0.0223149362808786,0.0344295937847311,0.0296792952630396,0.0356269602338479,0.0216601377786809,0.0307087849228763,0.389626991042885,0.347904551895786,0.310088597436998,0.326311380130111,0.274930822308917,0.264783392862726,1011.81900000002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.26,1,0.1,2000,100,1,1000,1238,RoHzY,2018-12-29T13:29:10.558841Z
empirical_independence,0.141843268918435,0.129603062665842,0.172365554615454,0.14793729539991,0.169904320078835,0.147884880260628,0.180287316865708,0.166025505735057,0.131023953728106,0.117413981642774,0.126532238298599,0.125431184541645,Inf,Inf,Inf,Inf,Inf,Inf,2.89500000001863,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.26,1,0.1,2000,100,1,1000,1238,RoHzY,2018-12-29T13:29:10.558841Z
Gaussian,0.0189229331950562,0.020088413973402,0.0189286435329446,0.0193133302338009,0.0207133098922934,0.0210477037196269,0.0197533956914227,0.0205048031011143,0.0165856989825641,0.0169974714867974,0.0160512023024617,0.0165030347555553,,,,,,,2.79599999997299,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.26,1,0.1,2000,100,1,1000,1238,RoHzY,2018-12-29T13:29:10.558841Z
copula,0.0179887855843161,0.0200413106437562,0.0184627857201041,0.0188309606493921,0.0199805292278532,0.0215096105898028,0.0200719429689636,0.0205206942622066,0.015590301615875,0.0162526664230883,0.0157226886199666,0.01582023410339,,,,,,,5.82300000003306,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.26,1,0.1,2000,100,1,1000,1238,RoHzY,2018-12-29T13:29:10.558841Z
treeSHAP,0.117597729505494,0.139597999641863,0.173308325925482,0.143501351690946,0.133987852328365,0.139699490324205,0.175541990358105,0.149743111003558,0.104270164257302,0.0944384408030929,0.130016125234324,0.111755246416721,,,,,,,0.00699999998323619,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.26,1,0.1,2000,100,1,1000,1238,RoHzY,2018-12-29T13:29:10.558841Z
empirical_sigma.01,0.0657785438874855,0.0712382272264027,0.0743360017838769,0.070450924299255,0.0746080608796843,0.0818090752941999,0.0728965007377354,0.0764378789705399,0.0821928910605566,0.108264121840632,0.0653646028060776,0.0868754708571819,0.1,0.1,0.1,0.1,0.1,0.1,2.88500000000931,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.3,1,0.1,2000,100,1,1000,1238,vPON9,2018-12-29T14:03:59.222177Z
empirical_AIC_each_k,0.0338838360884988,0.0363600215634593,0.0246542051301102,0.0316326875940228,0.0390458022290669,0.0429068031178291,0.0252160655082082,0.0357228902850347,0.0340357974498632,0.0353247248637974,0.0210932600281115,0.0316530578576346,0.338780223600838,0.338780223600838,0.338780223600838,0.272853520145385,0.272853520145385,0.272853520145385,922.141999999993,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.3,1,0.1,2000,100,1,1000,1238,vPON9,2018-12-29T14:03:59.222177Z
empirical_AIC_full,0.0352371774344395,0.037227008692389,0.0220886552501266,0.0315176137923184,0.0404422709536049,0.0440151598204562,0.0228645607176141,0.0357739971638917,0.0342718237269273,0.036500056334022,0.0206920125202118,0.0325195324562121,0.385002053492134,0.31365222339983,0.29970728613825,0.305898993544236,0.25852975898851,0.259447251553324,983.161000000022,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.3,1,0.1,2000,100,1,1000,1238,vPON9,2018-12-29T14:03:59.222177Z
empirical_independence,0.158234747830197,0.14902245174696,0.204705975769651,0.170654391782269,0.190198682674554,0.170076685541768,0.207437315325758,0.189237561180693,0.1474879797237,0.134551367982029,0.144857179770397,0.142752759472144,Inf,Inf,Inf,Inf,Inf,Inf,2.87099999998463,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.3,1,0.1,2000,100,1,1000,1238,vPON9,2018-12-29T14:03:59.222177Z
Gaussian,0.0201029787951898,0.0213724863080671,0.0196212739288263,0.0203655796773611,0.0219679254209931,0.0217972898185389,0.020157952301548,0.0213077225136933,0.0168044623878479,0.017104677088338,0.0161325630085106,0.0166496943637354,,,,,,,2.66899999999441,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.3,1,0.1,2000,100,1,1000,1238,vPON9,2018-12-29T14:03:59.222177Z
copula,0.0191618904707847,0.0199860556829285,0.0178902846457315,0.0190127435998149,0.0212208809394246,0.0215461029353715,0.0195246506044286,0.0207638781597416,0.0164652201689679,0.0162440573025887,0.0159669650037802,0.0161966808599195,,,,,,,5.51500000001397,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.3,1,0.1,2000,100,1,1000,1238,vPON9,2018-12-29T14:03:59.222177Z
treeSHAP,0.133410572516225,0.165218130771396,0.204447437289832,0.167692046859151,0.152688606293009,0.161968664994575,0.200198509945371,0.171618593744319,0.117879567855246,0.110307811028907,0.150262236295089,0.12856813850624,,,,,,,0.00500000000465661,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.3,1,0.1,2000,100,1,1000,1238,vPON9,2018-12-29T14:03:59.222177Z
empirical_sigma.01,0.0621470071228067,0.0695443974274843,0.0742263238177281,0.0686392427893397,0.069423892705283,0.0811668047534182,0.073442741739701,0.0746778130661341,0.0779904410080914,0.110048441713317,0.0690443969318612,0.0873273361517889,0.1,0.1,0.1,0.1,0.1,0.1,2.97400000004564,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.34,1,0.1,2000,100,1,1000,1238,dXr0S,2018-12-29T14:37:51.611124Z
empirical_AIC_each_k,0.033468905343451,0.0382637759574193,0.0290239914113694,0.0335855575707466,0.0393182654878709,0.0450503935624008,0.0301654280373537,0.0381780290292085,0.0335425466040623,0.03520468723461,0.0228541266000914,0.0315202701217171,0.335149359305724,0.335149359305724,0.335149359305724,0.267098206257967,0.267098206257967,0.267098206257967,879.464999999967,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.34,1,0.1,2000,100,1,1000,1238,dXr0S,2018-12-29T14:37:51.611124Z
empirical_AIC_full,0.0348659646536308,0.0385389506772191,0.0266962158786639,0.0333670437365046,0.0408544911192949,0.0453866731881645,0.0277256428131766,0.0379889357068787,0.0344083017965707,0.035605999674027,0.0235753286598111,0.0324357483210452,0.371192487227412,0.321056964592796,0.308333640309919,0.298018366285781,0.251699388095217,0.257816701356657,959.78899999999,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.34,1,0.1,2000,100,1,1000,1238,dXr0S,2018-12-29T14:37:51.611124Z
empirical_independence,0.170930006193328,0.162317164385807,0.214948504299192,0.182731891626109,0.208076681797248,0.183752525369772,0.224878288116553,0.205569165094524,0.16205817523501,0.146116524313793,0.158157483896867,0.155990212138165,Inf,Inf,Inf,Inf,Inf,Inf,3.07800000003772,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.34,1,0.1,2000,100,1,1000,1238,dXr0S,2018-12-29T14:37:51.611124Z
Gaussian,0.0196516777157123,0.0215564300312324,0.0194965587222251,0.0202348888230566,0.0216153322741635,0.0220356750224307,0.0206069250901213,0.0214193107955718,0.0158361688275933,0.0173156590863391,0.0162707157775867,0.0164416192231823,,,,,,,2.68599999998696,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.34,1,0.1,2000,100,1,1000,1238,dXr0S,2018-12-29T14:37:51.611124Z
copula,0.0196752067778452,0.020025850488367,0.0192074222413566,0.0196361598358562,0.021713717714962,0.0214696962249042,0.0206693016580989,0.0212842385326551,0.0165153486227968,0.0162389486078711,0.0155303261364431,0.016052502737698,,,,,,,5.47299999999814,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.34,1,0.1,2000,100,1,1000,1238,dXr0S,2018-12-29T14:37:51.611124Z
treeSHAP,0.147742088411247,0.185571706548106,0.216136909464799,0.18315023480805,0.170474370050848,0.180696570069307,0.219666025808346,0.190278988642834,0.130994318714555,0.120138637189022,0.161721099883104,0.13989568051608,,,,,,,0.0059999999939464,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.34,1,0.1,2000,100,1,1000,1238,dXr0S,2018-12-29T14:37:51.611124Z
empirical_sigma.01,0.0620599767436423,0.074837538161497,0.116961544874961,0.0846196865933668,0.0671320763126997,0.0830186966334493,0.0735226115170051,0.0745577948210514,0.076515255666303,0.109999852655769,0.0700005130621677,0.0872352704064398,0.1,0.1,0.1,0.1,0.1,0.1,2.85500000003958,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.38,1,0.1,2000,100,1,1000,1238,lGi4F,2018-12-29T15:10:46.327943Z
empirical_AIC_each_k,0.043049141792298,0.0382858765339737,0.0375027586495528,0.0396125923252748,0.0413026577536432,0.0451534735517131,0.0289340686890278,0.038463399998128,0.0354074402894891,0.0360266294498755,0.0265017935800438,0.0335474358164681,0.327334605375874,0.327334605375874,0.327334605375874,0.257458061824522,0.257458061824522,0.257458061824522,846.919999999984,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.38,1,0.1,2000,100,1,1000,1238,lGi4F,2018-12-29T15:10:46.327943Z
empirical_AIC_full,0.0435868745398486,0.0387681447414712,0.0381265594087079,0.0401605262300092,0.0428844604248091,0.0454575688262818,0.0268170135109631,0.0383863475873514,0.0360619293424908,0.0365840600989871,0.0269606485398776,0.0343898567680231,0.359313364149722,0.316732060926106,0.305942633440274,0.287277512453976,0.238120208094447,0.25346431787724,927.112000000023,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.38,1,0.1,2000,100,1,1000,1238,lGi4F,2018-12-29T15:10:46.327943Z
empirical_independence,0.233099288838081,0.172222283660571,0.29781485424499,0.234378808914547,0.226248721190635,0.195294789336996,0.242730848317512,0.221424786281714,0.174150240130887,0.155472751727593,0.171851442544049,0.167963073591449,Inf,Inf,Inf,Inf,Inf,Inf,2.9089999999851,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.38,1,0.1,2000,100,1,1000,1238,lGi4F,2018-12-29T15:10:46.327943Z
Gaussian,0.0217230327108836,0.0225356319754782,0.024185953860408,0.0228148728489233,0.021899267868442,0.0229594070997471,0.0206810167043581,0.021846563890849,0.0170097449886101,0.0176180663302662,0.0164889387091518,0.0170136317139683,,,,,,,2.72999999998137,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.38,1,0.1,2000,100,1,1000,1238,lGi4F,2018-12-29T15:10:46.327943Z
copula,0.0181598302568507,0.0196554592200822,0.029890887118927,0.0225687255319533,0.019591448523472,0.0210063758872509,0.0201358334704958,0.0202445526270729,0.015931518785252,0.0160493904535934,0.0155537994765053,0.0158040094122036,,,,,,,5.66200000001118,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.38,1,0.1,2000,100,1,1000,1238,lGi4F,2018-12-29T15:10:46.327943Z
treeSHAP,0.188395579350974,0.163496221448014,0.253383194152165,0.201758331650384,0.187225829724597,0.161872809174569,0.188127143012089,0.179075260637085,0.140492928619526,0.119676040334598,0.154634967277512,0.139081022928597,,,,,,,0.010999999998603,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.38,1,0.1,2000,100,1,1000,1238,lGi4F,2018-12-29T15:10:46.327943Z
empirical_sigma.01,0.0613103730264994,0.0708854166938475,0.0783166178276999,0.0701708025160156,0.0681541004916961,0.0784864241469197,0.0718750821969078,0.0728385356118412,0.07343036617818,0.10412694329737,0.0643674752367474,0.0822521727701794,0.1,0.1,0.1,0.1,0.1,0.1,2.81400000001304,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.42,1,0.1,2000,100,1,1000,1238,Vmtk4,2018-12-29T15:42:34.163791Z
empirical_AIC_each_k,0.035194295276998,0.0381375008999335,0.0314055771394321,0.0349124577721212,0.041822856510651,0.0447166158093645,0.0313749868223782,0.0393048197141312,0.0365401542197227,0.035456809743441,0.0279038245051132,0.03389829382293,0.31934763140134,0.31934763140134,0.31934763140134,0.244817994648316,0.244817994648316,0.244817994648316,963.157999999996,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.42,1,0.1,2000,100,1,1000,1238,Vmtk4,2018-12-29T15:42:34.163791Z
empirical_AIC_full,0.0362641938109731,0.037907511107001,0.0284386834048814,0.0342034627742851,0.043002817959912,0.044526062633351,0.0287559557294606,0.0387616121075745,0.0366293216541835,0.0356977806475296,0.0283861176032126,0.0344032849839571,0.341014272201865,0.317188787453114,0.303988240389446,0.265373269396783,0.226678572798361,0.243580916665103,1014.39999999997,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.42,1,0.1,2000,100,1,1000,1238,Vmtk4,2018-12-29T15:42:34.163791Z
empirical_independence,0.199733714015974,0.194645246028267,0.266482875327468,0.220287278457236,0.240251756317288,0.208595433521244,0.256244027448351,0.235030405762294,0.182512735516769,0.161855643531521,0.180115472401005,0.17560818546359,Inf,Inf,Inf,Inf,Inf,Inf,2.95800000004238,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.42,1,0.1,2000,100,1,1000,1238,Vmtk4,2018-12-29T15:42:34.163791Z
Gaussian,0.0199240464834557,0.0223018042963635,0.0192013144429372,0.0204757217409188,0.021942140114986,0.0228679675681077,0.019998573100555,0.0216028935945495,0.0170854789275908,0.0168774221394574,0.0157774766857676,0.0165778006259762,,,,,,,2.63899999996647,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.42,1,0.1,2000,100,1,1000,1238,Vmtk4,2018-12-29T15:42:34.163791Z
copula,0.0156207854948893,0.0192874890680364,0.0210976171348428,0.0186686305659228,0.0176445458983723,0.0205762985341708,0.0203538205865381,0.0195248883396937,0.0148446657104401,0.0157214702500749,0.0159497805266322,0.0155181764525437,,,,,,,5.69500000000699,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.42,1,0.1,2000,100,1,1000,1238,Vmtk4,2018-12-29T15:42:34.163791Z
treeSHAP,0.179378907114528,0.248149012419529,0.27394434763631,0.233824089056789,0.205253308686223,0.221438748060614,0.257742519496698,0.228144858747845,0.154241597511372,0.147804505374611,0.18856543289469,0.165429051524785,,,,,,,0.0059999999939464,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.42,1,0.1,2000,100,1,1000,1238,Vmtk4,2018-12-29T15:42:34.163791Z
empirical_sigma.01,0.0561335229655988,0.0665089425510178,0.0795970076190302,0.0674131577118823,0.0628093370830138,0.0716992886218114,0.0731321077403737,0.0692135778150663,0.065879435674869,0.0945179204471125,0.0641731051626787,0.0760226894565156,0.1,0.1,0.1,0.1,0.1,0.1,2.93499999999767,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.46,1,0.1,2000,100,1,1000,1238,vAO8K,2018-12-29T16:17:42.908186Z
empirical_AIC_each_k,0.0359252172808559,0.0408394915936835,0.0344318814256692,0.0370655301000695,0.0422758599051699,0.0456786356057145,0.0329847718785111,0.0403130891297985,0.0348732407575465,0.0353436028500743,0.0313008269127675,0.0341986631157772,0.302041620738485,0.302041620738485,0.302041620738485,0.232226345458797,0.232226345458797,0.232226345458797,906.565000000002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.46,1,0.1,2000,100,1,1000,1238,vAO8K,2018-12-29T16:17:42.908186Z
empirical_AIC_full,0.0358830544448664,0.0402326308994723,0.0319403275742947,0.0360186709728778,0.0422314706939269,0.044811234411045,0.0311180912252116,0.0393869321100611,0.0344094934270093,0.0349308153248674,0.032847100366404,0.0344772922867033,0.311508519195191,0.305993592175547,0.29282179096003,0.25423234185927,0.210889086400163,0.231897676647303,951.743000000017,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.46,1,0.1,2000,100,1,1000,1238,vAO8K,2018-12-29T16:17:42.908186Z
empirical_independence,0.22225950928644,0.212196553413873,0.278196834008399,0.23755096556957,0.26100126393731,0.228257215018073,0.268103715446415,0.252454064800599,0.191603926883255,0.181915607519398,0.185737591406719,0.186648151075262,Inf,Inf,Inf,Inf,Inf,Inf,2.84700000000885,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.46,1,0.1,2000,100,1,1000,1238,vAO8K,2018-12-29T16:17:42.908186Z
Gaussian,0.0202224272659231,0.0220238428462518,0.0206343796831862,0.0209602165984537,0.0216897336610797,0.0221540264215911,0.021024754297336,0.0216228381266689,0.0171180744931936,0.0173540960412329,0.0157858218992438,0.0167171610313384,,,,,,,2.77199999999721,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.46,1,0.1,2000,100,1,1000,1238,vAO8K,2018-12-29T16:17:42.908186Z
copula,0.0160413240693394,0.0203990524827666,0.0184889733408099,0.0183097832976386,0.0181852027284528,0.0211135954128362,0.0198108079935261,0.0197032020449384,0.0149740704943796,0.0159147199421069,0.0152553576478521,0.0153817625912626,,,,,,,5.61099999997532,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.46,1,0.1,2000,100,1,1000,1238,vAO8K,2018-12-29T16:17:42.908186Z
treeSHAP,0.194470874486184,0.289130513443411,0.282975368438363,0.255525585455986,0.220050767323099,0.252705706494716,0.270692335063695,0.24781626962717,0.164336846651971,0.170149685512889,0.202990064743103,0.180587114121819,,,,,,,0.00500000000465661,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.46,1,0.1,2000,100,1,1000,1238,vAO8K,2018-12-29T16:17:42.908186Z
empirical_sigma.01,0.0547440848031608,0.0648353544911793,0.0805152080642995,0.0666982157862132,0.0609599841383601,0.0717454739378378,0.0723276645921986,0.0683443742227988,0.0600743575108655,0.0902819892713252,0.0631480146849322,0.0723978387498222,0.1,0.1,0.1,0.1,0.1,0.1,2.84799999999814,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.5,1,0.1,2000,100,1,1000,1238,GeCGu,2018-12-29T16:50:50.391586Z
empirical_AIC_each_k,0.0377540589606358,0.0440045912094829,0.0395048610022882,0.0404211703908023,0.0437932823424493,0.0486852040986518,0.0386733325557181,0.0437172729989397,0.035049904838818,0.0412807014884502,0.0341206596366859,0.0370571776187476,0.289820877589822,0.289820877589822,0.289820877589822,0.228709699749613,0.228709699749613,0.228709699749613,931.04700000002,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.5,1,0.1,2000,100,1,1000,1238,GeCGu,2018-12-29T16:50:50.391586Z
empirical_AIC_full,0.0372635270079376,0.0439454214144027,0.0364010506196568,0.039203333013999,0.0433541099617499,0.0486482671092564,0.0367591379354528,0.042920505002153,0.0355984199142407,0.0406251842625853,0.0351972993904684,0.037416107576548,0.285361206118586,0.307144028962532,0.278046551660503,0.24399468973983,0.210049460187249,0.229119385416472,963.668000000005,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.5,1,0.1,2000,100,1,1000,1238,GeCGu,2018-12-29T16:50:50.391586Z
empirical_independence,0.225274687861181,0.223930294595488,0.284454937601668,0.244553306686112,0.265818481347666,0.234663500416432,0.277119087007681,0.25920035625726,0.199446011809865,0.183027584142101,0.19276168480036,0.19206453098226,Inf,Inf,Inf,Inf,Inf,Inf,2.82500000001164,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.5,1,0.1,2000,100,1,1000,1238,GeCGu,2018-12-29T16:50:50.391586Z
Gaussian,0.0193875521566656,0.0220517981684116,0.0194412512470841,0.0202935338573871,0.0205547654818288,0.0224303545934102,0.0207234592645856,0.0212361931132749,0.0166732324904876,0.0175440056843189,0.0158719714626691,0.0166759843095457,,,,,,,2.78499999997439,PiecewiseConstant,XGBoost,Gaussian,All var equal contribution,3,FALSE,0.5,1,0.1,2000,100,1,1000,1238,GeCGu,2018-12-29T16:50:50.391586Z
